what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330881228865
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330881229757
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1330881244294
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1330881247480
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330881251238
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330881252036
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1330881257350
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1330881265105
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330881339236
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330881713704
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330881751751
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330881797887
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330881875963
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330881876680
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330881913740
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330881914551
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1330881916467
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1330881971781
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1330881974889
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1330881992866
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1330881997294
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330882004383
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330882171877
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330882172049
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330882332730
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1330882334521
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1330882340582
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330882377265
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330882381696
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330882435227
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330882435977
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330882459794
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330882460374
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330882471917
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330882472840
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330882487761
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330882495847
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1330882500025
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330882514898
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330882521207
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330882554385
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330882554948
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330882618558
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330882619066
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330882636403
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330882636995
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1330882640642
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1330882640882
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330882686314
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.findReplace",1330882686349
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330882743026
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330882744604
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330882744807
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330882746389
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330882747163
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1330882821013
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1330882821446
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1330882821847
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1330882822345
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1330882822775
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1330882823466
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1330882824128
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.redo",1330882835300
