what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1331225125835
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331225134177
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331225134857
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1331225137378
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1331225142504
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331225190904
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331225191472
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1331225192930
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1331225200330
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331225203210
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331225203534
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1331225204957
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1331225322585
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1331225401458
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1331225441351
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331225453283
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331225454007
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1331225455760
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1331225477045
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1331225487570
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1331225488032
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1331225488384
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1331225488736
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1331225489232
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1331225489640
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331225524112
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331226072204
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1331226074301
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331226078902
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331226086707
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.newWizard",1331226086769
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1331226086963
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1331226087092
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331226345624
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331226347646
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331226371943
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331226372739
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331226390018
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331226439398
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331226444671
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331226445081
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1331226449209
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331226471094
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331227396570
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1331227398741
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1331227400610
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331227446391
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331227447297
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331227463406
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331227463745
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331227483550
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331227483836
executed,command,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.edit.text.java.rename.element",1331227517299
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.smartEnter",1331227525913
executed,command,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.edit.text.java.rename.element",1331227538524
