what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333307802434
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333307875642
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333307889711
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333308026244
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333308026528
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333308322010
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333308322216
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1333308325479
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1333308326532
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1333308328293
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1333308329908
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1333308330525
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1333308330914
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1333308331235
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1333308331662
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1333308332802
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1333308333698
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1333308334189
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333309146859
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333309147083
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1333309157774
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1333309158202
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1333309158607
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1333309158936
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1333309159213
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1333309159440
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1333309160529
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1333309160754
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1333309161345
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1333309163656
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1333309163863
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1333309164105
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1333309164400
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1333309164803
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1333309166335
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1333309168251
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1333309169149
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1333309169601
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1333309170131
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1333309170842
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1333309171374
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1333309171873
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1333309172361
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333309203972
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333309266127
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1333309305490
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333309312676
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1333309332294
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333309332419
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333309660163
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333309874186
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1333309939703
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333310119522
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333310157023
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333310239273
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333310490739
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.selectAll",1333310773461
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1333310774336
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333310777540
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333311917820
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333312002471
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333312015238
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333312023236
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333312025988
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333312030606
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333312035380
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333312040274
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333312042440
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333312046990
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333312048548
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333312051927
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333312053782
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333312056877
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333312058496
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333312061135
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333312062494
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333312107034
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333316538159
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333316747557
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333319311548
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333319386956
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1333319789954
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333319790089
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1333319791204
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1333319826837
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333319971826
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333320891627
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333320894006
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333326597182
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333326656195
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333326714384
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333326745273
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1333326753532
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333326753686
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1333326756818
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333326805474
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333326821249
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1333326823839
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333326952602
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333326952888
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333326965742
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333327026621
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333327309878
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333327310137
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333327310343
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333327312097
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1333327333787
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333327341316
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333327351572
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.import",1333327351658
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.import",1333327351658
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333327359029
opened,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1333327370508
activated,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1333327370569
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333327370608
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333327373459
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333327420785
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1333327427620
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1333327449725
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333327451385
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333327452863
activated,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1333327465299
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1333327475184
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333327478414
opened,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1333327494335
activated,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1333327494353
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333327494390
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1333327497634
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1333327500570
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333327502858
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333327504437
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1333327512397
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1333327513253
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1333327582920
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1333327584529
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1333327585814
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1333327586572
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.cut",1333327614364
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1333327619564
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333327638359
