what,kind,bundleId,bundleVersion,description,time
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1332081338551
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1332081339644
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1332081348537
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1332081350928
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332081352224
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332083348880
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1332083362604
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332083367028
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332084340200
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332084343165
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332084663018
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332084963559
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332085072407
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332085074337
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332085296865
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1332085477421
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1332085477894
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1332085533374
started,bundle,org.eclipse.compare,3.5.201.R37x_v20110817-0800,"org.eclipse.compare",1332085534422
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332085538047
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332085543178
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.properties",1332085543254
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1332085562263
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332085665856
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332085667255
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332085679007
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332085680161
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1332085682100
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332085702045
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332085756070
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1332085761862
started,bundle,org.eclipse.wst.ws.service.policy.ui,1.0.300.v201108240515,"org.eclipse.wst.ws.service.policy.ui",1332085766226
started,bundle,org.eclipse.wst.ws.service.policy,1.0.303.v201009221810,"org.eclipse.wst.ws.service.policy",1332085766248
started,bundle,org.eclipse.wst.command.env,1.0.409.v201004211805,"org.eclipse.wst.command.env",1332085766389
started,bundle,org.eclipse.wst.ws,1.1.203.v201004211805,"org.eclipse.wst.ws",1332085766390
started,bundle,org.eclipse.wst.common.frameworks.ui,1.2.100.v201105122000,"org.eclipse.wst.common.frameworks.ui",1332085766556
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332085770089
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1332085788096
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PropertiesFileEditor",1332085792245
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PropertiesFileEditor",1332085792292
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332085792325
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332085794513
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332085801819
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1332085803460
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1332085806121
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1332085813169
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1332085815016
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1332085819293
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1332085819676
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1332085822655
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1332085823070
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1332085828838
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1332085845474
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1332085851074
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.ClassFileEditor",1332085851416
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.ClassFileEditor",1332085851518
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332085851544
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332085854159
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1332085856084
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.ClassFileEditor",1332085856284
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.ClassFileEditor",1332085856397
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332085856416
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332085895627
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1332085896296
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332086070053
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332086762503
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1332086791906
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1332086792000
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1332086855339
