what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329108677078
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329108677582
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1329108682236
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1329108684887
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329108687788
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329108688230
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329108716810
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329108717533
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329108743420
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329108838479
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.cut",1329109122667
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1329109125903
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329109149796
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329109150371
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329109177208
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329109177825
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329109186211
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329109186915
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329109200128
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329109200882
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329109269696
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329109270521
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329109286420
