what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.wst.server.ui,1.1.306.v20110823_1704,"org.eclipse.wst.server.ui",1328486132209
started,bundle,org.eclipse.jdt.debug,3.7.1.v20110802_r371,"org.eclipse.jdt.debug",1328486132348
started,bundle,org.eclipse.jdt.debug.ui,3.6.1.v20110803_r371,"org.eclipse.jdt.debug.ui",1328486132394
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328486133090
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328486133919
started,bundle,org.eclipse.wst.common.frameworks,1.2.101.v201107192200,"org.eclipse.wst.common.frameworks",1328486134226
started,bundle,org.eclipse.jem.util,2.1.100.v201103021400,"org.eclipse.jem.util",1328486134244
started,bundle,org.eclipse.wst.common.emfworkbench.integration,1.2.101.v201107140600,"org.eclipse.wst.common.emfworkbench.integration",1328486134247
started,bundle,org.eclipse.wst.common.core,1.2.0.v200908252030,"org.eclipse.wst.common.core",1328486134278
started,bundle,org.eclipse.wst.common.modulecore,1.2.101.v201108231700,"org.eclipse.wst.common.modulecore",1328486134280
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1328486140218
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1328486154445
started,bundle,org.eclipse.wst.jsdt.debug.rhino.ui,1.0.0.v201103232243,"org.eclipse.wst.jsdt.debug.rhino.ui",1328486169515
started,bundle,org.eclipse.wst.jsdt.core,1.1.101.v201108151912,"org.eclipse.wst.jsdt.core",1328486169791
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328486169973
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328486170631
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1328486176190
started,bundle,org.eclipse.wst.jsdt.manipulation,1.0.300.v201104272153,"org.eclipse.wst.jsdt.manipulation",1328486178679
started,bundle,org.eclipse.wst.jsdt.ui,1.1.101.v201108151912,"org.eclipse.wst.jsdt.ui",1328486178821
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328486178901
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328486183463
started,bundle,org.eclipse.pde.core,3.7.1.v20110822-2108,"org.eclipse.pde.core",1328486187078
started,bundle,org.eclipse.wst.xsl.debug.ui,1.0.200.v201101281837,"org.eclipse.wst.xsl.debug.ui",1328486197696
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328486212874
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328486215357
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1328486244392
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1328486266738
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1328486365364
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1328486366573
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328486422027
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328486422607
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1328486425580
started,bundle,org.eclipse.equinox.p2.garbagecollector,1.0.200.v20110510,"org.eclipse.equinox.p2.garbagecollector",1328486434213
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1328486435225
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328486450242
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328486451041
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1328486453960
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1328486470734
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328486775891
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328486913475
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328486917152
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328487125962
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1328487127438
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1328487157981
activated,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1328487163117
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1328487315144
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.cut",1328487398584
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1328487401554
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1328487481986
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1328487482533
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1328487483262
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1328487485508
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1328487486575
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.cut",1328487846260
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1328487848714
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328487854835
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328487855644
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.cut",1328487876032
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1328487877658
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328487879622
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328487880389
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.cut",1328487914762
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1328487916633
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328487919393
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328487920187
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1328487937512
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328487939014
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328487939739
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.cut",1328487945134
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328487987339
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328487988024
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328488087508
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328488088070
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328488173176
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328488173958
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328488184054
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328488184606
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1328488213432
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1328488241662
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328488258505
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328488259409
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328488376466
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328488377238
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328488417995
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328488418638
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1328488422877
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.ClassFileEditor",1328488423401
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.ClassFileEditor",1328488423496
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328488423519
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328488425320
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1328488426252
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1328488426411
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328488444215
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328488444957
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328488461577
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328488462309
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1328488467527
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1328488520356
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.cut",1328488615622
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1328488617910
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.cut",1328488635505
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1328488637688
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328488647072
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328488647778
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1328488652334
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1328488670869
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328488684768
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328488685496
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1328488708011
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1328488733540
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328488736177
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328488737028
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328488788883
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328488789590
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1328488798355
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1328488847173
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328488852386
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328488853420
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1328488862594
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1328488876344
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328488884996
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328488885915
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1328488899134
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1328488986159
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1328489086193
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1328489141894
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1328489193653
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1328489269821
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328489272652
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328489322273
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328489324818
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328489326162
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1328489564561
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1328489581410
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1328489581494
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1328489590300
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1328489590746
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1328489611416
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1328489615213
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1328489615274
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1328489783718
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328490113015
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328491267088
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1328491271401
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1328491274367
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1328491284880
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328491366754
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328491367619
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1328491449262
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1328491459677
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1328491489622
activated,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1328491490125
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1328491496935
